date;position;mesure;limite
01/01/2023 12:15;48.869058333333335 7.763721666666667;82;80
01/01/2023 12:15;48.87059333333333 7.7629866666666665;80;80
01/01/2023 12:15;48.86309333333333 7.76645;93;80
01/01/2023 12:15;48.866748333333334 7.764781666666667;85;80
01/01/2023 12:15;44.948013333333336 -0.231415;55;80
01/01/2023 12:15;44.94356666666667 -0.23117000000000001;49;80
01/01/2023 12:15;49.869645 4.851133333333333;59;80
01/01/2023 12:15;49.871703333333336 4.849748333333333;55;80
01/01/2023 12:15;45.49201333333333 -0.56581;89;90
01/01/2023 12:15;47.492855 0.57023;94;80
01/01/2023 12:15;47.14565666666667 1.5712966666666666;77;70
01/01/2023 12:15;47.148965 1.5687983333333333;78;70
01/01/2023 12:15;47.146386666666665 1.5707633333333333;75;70
01/01/2023 12:15;48.42335 7.401621666666666;55;80
01/01/2023 12:15;48.422691666666665 7.40125;51;80
01/01/2023 12:15;48.67518333333334 5.920843333333333;98;110
01/01/2023 12:16;45.758046666666665 1.2912066666666666;65;70
01/01/2023 12:16;48.88172333333333 7.7529433333333335;91;80
01/01/2023 12:16;48.88156333333333 7.753063333333333;74;80
01/01/2023 12:16;43.44846 -1.5595716666666668;108;130
01/01/2023 12:16;44.956181666666666 -0.23115166666666667;39;80
01/01/2023 12:16;45.50706666666667 -0.564075;92;90
01/01/2023 12:16;48.20198333333333 5.143155;38;80
01/01/2023 12:16;48.890816666666666 6.375751666666667;79;80
01/01/2023 12:16;47.154446666666665 1.5672483333333334;63;70
01/01/2023 12:16;48.917705 6.901388333333333;67;80
01/01/2023 12:17;45.766843333333334 1.2919;68;80
01/01/2023 12:17;45.766713333333335 1.2921;71;80
01/01/2023 12:17;45.76698833333333 1.291725;67;80
01/01/2023 12:17;45.763373333333334 1.2954983333333334;71;80
01/01/2023 12:17;45.766416666666665 1.2928133333333334;66;80
01/01/2023 12:17;45.766261666666665 1.29366;73;80
01/01/2023 12:17;48.88898666666667 7.747733333333334;68;80
01/01/2023 12:17;48.89019666666667 7.747176666666666;65;80
01/01/2023 12:17;48.89100166666667 7.746928333333333;78;80
01/01/2023 12:17;48.88824833333334 7.74867;79;80
01/01/2023 12:17;48.89054 7.74707;38;80
01/01/2023 12:17;44.95880833333333 -0.23041166666666665;69;80
01/01/2023 12:17;48.89740166666667 6.357971666666667;93;80
01/01/2023 12:17;47.159605 1.568805;44;80
01/01/2023 12:17;47.15990166666667 1.5689766666666665;46;80
01/01/2023 12:17;47.159285 1.5688616666666668;46;80
01/01/2023 12:17;47.15980666666667 1.5689;44;80
01/01/2023 12:17;48.73811 3.9445983333333334;90;80
01/01/2023 12:17;48.739821666666664 3.9492966666666667;87;80
01/01/2023 12:17;48.92194333333333 6.882771666666667;70;80
01/01/2023 12:17;48.00584166666667 -0.21424166666666666;62;130
01/01/2023 12:17;48.718248333333335 -3.973945;41;80
01/01/2023 12:17;47.00397666666667 -1.3310583333333332;22;80
01/01/2023 12:18;45.77827833333333 1.2889466666666667;84;80
01/01/2023 12:18;45.768528333333336 1.2907733333333333;77;80
01/01/2023 12:18;48.891955 7.746543333333333;47;80
01/01/2023 12:18;48.89208 7.746508333333333;46;80
01/01/2023 12:18;44.965763333333335 -0.22371;66;70
01/01/2023 12:18;44.968981666666664 -0.21989833333333333;69;70
01/01/2023 12:18;44.96546 -0.22427000000000002;58;70
01/01/2023 12:18;44.969456666666666 -0.21950833333333333;68;70
01/01/2023 12:18;44.964755 -0.22531666666666667;58;70
01/01/2023 12:18;49.39871 1.4711033333333334;32;80
01/01/2023 12:18;49.398935 1.4718416666666667;41;80
01/01/2023 12:18;49.39859 1.470735;25;80
01/01/2023 12:18;45.52817833333334 -0.5616366666666667;101;90
01/01/2023 12:18;45.532001666666666 -0.5612966666666667;97;90
01/01/2023 12:18;48.20142166666667 5.139878333333334;83;80
01/01/2023 12:18;48.20142166666667 5.139878333333334;89;80
01/01/2023 12:18;48.91146833333333 6.338101666666667;81;80
01/01/2023 12:18;48.91433 6.33705;75;80
01/01/2023 12:18;48.736111666666666 3.9391316666666665;84;80
01/01/2023 12:18;48.73385833333333 3.9328483333333333;45;80
01/01/2023 12:18;48.926665 6.873825;102;80
01/01/2023 12:18;47.00042 -1.3309616666666666;48;80
01/01/2023 12:19;45.787105 1.2898683333333334;63;80
01/01/2023 12:19;45.791423333333334 1.2925216666666666;67;70
01/01/2023 12:19;45.78746 1.2900566666666666;73;80
01/01/2023 12:19;48.90423333333333 7.746695;61;80
01/01/2023 12:19;48.90327333333333 7.746466666666667;46;80
01/01/2023 12:19;44.97202166666667 -0.21710166666666667;75;80
01/01/2023 12:19;44.970645 -0.21846833333333335;76;80
01/01/2023 12:19;48.92363 6.332275;89;80
01/01/2023 12:19;48.923811666666666 6.3321716666666665;90;80
01/01/2023 12:19;48.92269833333334 6.332821666666667;85;80
01/01/2023 12:19;47.46247833333334 0.5319983333333334;58;80
01/01/2023 12:19;47.16009833333333 1.5628250000000001;44;80
01/01/2023 12:19;48.430791666666664 7.388171666666667;62;80
01/01/2023 12:19;48.43378333333333 7.385588333333334;57;80
01/01/2023 12:19;48.43106 7.387926666666667;60;80
01/01/2023 12:19;48.93212666666667 6.858895;41;80
01/01/2023 12:19;48.93243666666667 6.857451666666667;48;80
01/01/2023 12:19;46.99448833333334 -1.3266916666666666;81;80
01/01/2023 12:19;46.99847 -1.3294966666666665;57;80
01/01/2023 12:19;48.647075 5.8905449999999995;73;70
01/01/2023 12:19;48.64213 5.892171666666666;78;80
01/01/2023 12:19;48.64588 5.891141666666667;75;70
01/01/2023 12:20;45.795543333333335 1.29461;69;70
01/01/2023 12:20;48.912063333333336 7.748348333333333;75;80
01/01/2023 12:20;45.55359166666667 -0.5558866666666666;74;90
01/01/2023 12:20;45.54807 -0.5573066666666667;89;90
01/01/2023 12:20;45.55098 -0.5565583333333334;132;90
01/01/2023 12:20;47.45381666666667 0.522185;91;80
01/01/2023 12:20;47.45097333333333 0.5184183333333333;88;80
01/01/2023 12:20;47.163505 1.5595416666666666;63;80
01/01/2023 12:20;47.165881666666664 1.5579399999999999;59;80
01/01/2023 12:20;48.440916666666666 7.385963333333334;57;80
01/01/2023 12:20;48.935768333333336 6.848466666666667;77;80
01/01/2023 12:20;46.98598833333333 -1.3205333333333333;65;80
01/01/2023 12:20;46.991706666666666 -1.32462;86;80
01/01/2023 12:21;48.919763333333336 7.747708333333334;77;80
01/01/2023 12:21;48.91840833333333 7.7470300000000005;75;80
01/01/2023 12:21;48.727531666666664 3.8688683333333334;79;80
01/01/2023 12:21;48.72836 3.880351666666667;77;80
01/01/2023 12:21;48.727555 3.8691633333333333;76;80
01/01/2023 12:21;48.72817 3.87771;89;80
01/01/2023 12:21;44.98681333333333 -0.20309;59;80
01/01/2023 12:21;44.98835 -0.20169333333333334;59;80
01/01/2023 12:21;44.987231666666666 -0.20275666666666667;53;80
01/01/2023 12:21;44.98712 -0.20285333333333336;58;80
01/01/2023 12:21;44.986513333333335 -0.20333166666666666;53;80
01/01/2023 12:21;47.17044333333333 1.55484;80;90
01/01/2023 12:21;47.174905 1.5518366666666665;91;90
01/01/2023 12:21;48.44994666666667 7.386843333333333;64;80
01/01/2023 12:21;48.447673333333334 7.386543333333333;64;80
01/01/2023 12:21;48.448751666666666 7.386558333333333;74;80
01/01/2023 12:21;49.88390666666667 4.820661666666666;57;80
01/01/2023 12:21;48.63034 5.891638333333333;83;80
01/01/2023 12:22;48.92792333333333 7.746565;80;80
01/01/2023 12:22;48.926458333333336 7.746478333333333;81;80
01/01/2023 12:22;48.928241666666665 7.74665;70;80
01/01/2023 12:22;48.727151666666664 3.8635983333333335;98;80
01/01/2023 12:22;48.726913333333336 3.8603816666666666;95;80
01/01/2023 12:22;48.726593333333334 3.85595;81;80
01/01/2023 12:22;48.72687 3.8597916666666667;84;80
01/01/2023 12:22;48.72635 3.8526333333333334;71;80
01/01/2023 12:22;48.72717166666666 3.8638916666666665;97;80
01/01/2023 12:22;48.72635 3.8526333333333334;74;80
01/01/2023 12:22;48.72644666666667 3.8539266666666667;66;80
01/01/2023 12:22;44.99137833333333 -0.19873666666666667;50;80
01/01/2023 12:22;44.992531666666665 -0.19762166666666667;59;80
01/01/2023 12:22;44.98952 -0.20061166666666666;28;80
01/01/2023 12:22;44.990955 -0.199155;54;80
01/01/2023 12:22;45.57793 -0.5577216666666666;86;90
01/01/2023 12:22;45.580173333333335 -0.5563566666666666;97;90
01/01/2023 12:22;45.57890666666667 -0.5572416666666666;92;90
01/01/2023 12:22;48.953873333333334 6.303441666666667;79;80
01/01/2023 12:22;48.95405 6.303256666666667;89;80
01/01/2023 12:22;47.18881 1.5423733333333334;92;90
01/01/2023 12:22;47.18860333333333 1.5425200000000001;89;90
01/01/2023 12:22;48.45581333333333 7.389321666666667;47;80
01/01/2023 12:22;48.456671666666665 7.390938333333334;46;80
01/01/2023 12:22;48.95216833333333 6.828891666666666;104;80
01/01/2023 12:22;48.61687833333333 5.8911066666666665;88;80
01/01/2023 12:23;48.934553333333334 7.745341666666667;49;80
01/01/2023 12:23;48.93629 7.74362;45;80
01/01/2023 12:23;48.936101666666666 7.743765;44;80
01/01/2023 12:23;48.725033333333336 3.834556666666667;70;80
01/01/2023 12:23;48.724911666666664 3.83279;72;80
01/01/2023 12:23;48.72578 3.8448866666666666;88;80
01/01/2023 12:23;48.725475 3.840676666666667;71;70
01/01/2023 12:23;44.99997666666667 -0.189445;81;80
01/01/2023 12:23;44.999715 -0.19020333333333334;80;80
01/01/2023 12:23;44.99644333333333 -0.19393500000000002;55;80
01/01/2023 12:23;44.99990833333333 -0.18963333333333335;82;80
01/01/2023 12:23;44.998783333333336 -0.19158;71;80
01/01/2023 12:23;47.44434833333333 0.49602500000000005;40;80
01/01/2023 12:23;47.44399166666667 0.4976983333333333;28;80
01/01/2023 12:23;47.201595 1.5386116666666667;85;90
01/01/2023 12:23;47.201375 1.538615;84;90
01/01/2023 12:23;47.19559 1.5387149999999998;83;90
01/01/2023 12:23;48.46138666666667 7.396653333333333;51;80
01/01/2023 12:23;48.462745 7.399588333333333;66;80
01/01/2023 12:23;48.464055 7.406726666666667;56;80
01/01/2023 12:23;48.46078833333333 7.396341666666666;47;80
01/01/2023 12:23;49.88368166666667 4.829706666666667;57;80
01/01/2023 12:23;48.606161666666665 5.890595;80;80
01/01/2023 12:23;48.606363333333334 5.890608333333334;75;80
01/01/2023 12:24;48.93963333333333 7.742826666666667;36;90
01/01/2023 12:24;48.72382 3.8173983333333332;79;80
01/01/2023 12:24;48.72432333333333 3.824516666666667;81;80
01/01/2023 12:24;48.27034666666667 4.505191666666667;70;80
01/01/2023 12:24;45.00190333333333 -0.18427666666666667;82;80
01/01/2023 12:24;45.60382333333333 -0.5572433333333334;87;90
01/01/2023 12:24;48.97606833333333 6.292678333333333;75;80
01/01/2023 12:24;48.980685 6.289071666666667;85;80
01/01/2023 12:24;48.97531333333333 6.293136666666666;65;80
01/01/2023 12:24;47.44434 0.49517833333333333;21;80
01/01/2023 12:24;47.444296666666666 0.4946316666666667;23;80
01/01/2023 12:24;47.20775666666667 1.5384966666666666;74;90
01/01/2023 12:24;47.205333333333336 1.5385316666666666;46;90
01/01/2023 12:24;48.46427 7.40934;34;80
01/01/2023 12:24;48.46497166666666 7.410281666666667;44;80
01/01/2023 12:24;48.58479166666667 5.889381666666667;91;80
01/01/2023 12:25;47.927015 5.2899416666666665;79;80
01/01/2023 12:25;48.944266666666664 7.742136666666667;59;80
01/01/2023 12:25;48.722788333333334 3.803236666666667;82;80
01/01/2023 12:25;45.006701666666665 -0.17088666666666666;76;80
01/01/2023 12:25;45.00873333333333 -0.16724666666666668;80;80
01/01/2023 12:25;45.006345 -0.17194;75;80
01/01/2023 12:25;45.00747666666667 -0.16883333333333334;93;80
01/01/2023 12:25;45.606135 -0.5586466666666666;91;90
01/01/2023 12:25;48.17109 5.124301666666667;64;90
01/01/2023 12:25;48.17109 5.124301666666667;70;90
01/01/2023 12:25;48.17109 5.124301666666667;86;90
01/01/2023 12:25;48.97988 6.282215;68;80
01/01/2023 12:25;47.4449 0.4859866666666666;70;70
01/01/2023 12:25;47.44499166666667 0.48645;68;70
01/01/2023 12:25;46.79007166666667 0.508085;145;130
01/01/2023 12:25;47.98012666666666 -0.22846333333333335;73;90
01/01/2023 12:25;48.580571666666664 5.887905;79;80
01/01/2023 12:26;47.918675 5.29082;80;80
01/01/2023 12:26;47.91955 5.291423333333333;85;80
01/01/2023 12:26;47.91831333333333 5.290583333333333;89;80
01/01/2023 12:26;47.92179333333333 5.29217;81;80
01/01/2023 12:26;48.72174 3.7887866666666667;78;80
01/01/2023 12:26;48.721975 3.79202;80;80
01/01/2023 12:26;48.24899 4.484778333333334;86;80
01/01/2023 12:26;48.25110333333333 4.488235;107;80
01/01/2023 12:26;48.24411666666666 4.479861666666666;88;80
01/01/2023 12:26;48.25123166666667 4.488471666666666;94;80
01/01/2023 12:26;45.01423833333333 -0.1617;84;80
01/01/2023 12:26;48.977556666666665 6.269911666666666;92;80
01/01/2023 12:26;48.977835 6.27147;74;80
01/01/2023 12:26;47.230183333333336 1.5396966666666665;117;90
01/01/2023 12:26;47.23083666666667 1.5398716666666665;106;90
01/01/2023 12:26;48.460585 7.42724;52;70
01/01/2023 12:26;48.46355 7.421221666666667;64;70
01/01/2023 12:26;48.462375 7.427746666666667;55;70
01/01/2023 12:26;48.460935 7.42682;48;70
01/01/2023 12:26;48.46104166666667 7.426678333333333;49;70
01/01/2023 12:26;48.965356666666665 6.798923333333334;52;80
01/01/2023 12:26;48.96347 6.797931666666667;43;80
01/01/2023 12:26;46.96660833333333 -1.2907283333333333;60;80
01/01/2023 12:26;46.96516 -1.2799166666666668;104;80
01/01/2023 12:26;46.966341666666665 -1.2870366666666666;86;80
01/01/2023 12:26;46.966145 -1.2850483333333333;83;80
01/01/2023 12:26;48.56918833333334 5.888888333333333;110;80
01/01/2023 12:26;48.562686666666664 5.890815;92;80
01/01/2023 12:27;46.27229 -0.9005083333333334;91;80
01/01/2023 12:27;48.964013333333334 7.761805;93;80
01/01/2023 12:27;48.72054166666667 3.772535;84;80
01/01/2023 12:27;48.720456666666664 3.7713633333333334;85;80
01/01/2023 12:27;48.72047666666667 3.771656666666667;84;80
01/01/2023 12:27;48.720998333333334 3.778758333333333;94;80
01/01/2023 12:27;48.72073666666667 3.775201666666667;78;80
01/01/2023 12:27;45.02761 -0.151955;77;80
01/01/2023 12:27;45.02688 -0.15257166666666666;71;80
01/01/2023 12:27;48.97388333333333 6.262048333333333;98;80
01/01/2023 12:27;48.97456666666667 6.2634783333333335;101;80
01/01/2023 12:27;47.447943333333335 0.46549833333333335;73;70
01/01/2023 12:27;48.97139833333333 6.801548333333333;67;80
01/01/2023 12:27;47.993136666666665 -0.22399166666666667;89;90
01/01/2023 12:27;48.20597333333333 3.761495;87;80
01/01/2023 12:27;46.964295 -1.2740016666666667;80;70
01/01/2023 12:27;46.96401 -1.2720416666666667;72;70
01/01/2023 12:27;48.553983333333335 5.895261666666666;85;80
01/01/2023 12:27;48.559105 5.892131666666667;116;80
01/01/2023 12:28;48.972505 7.7643683333333335;72;80
01/01/2023 12:28;48.71968 3.76073;82;80
01/01/2023 12:28;48.71940333333333 3.7569083333333335;112;80
01/01/2023 12:28;48.23804833333333 4.469481666666667;42;80
01/01/2023 12:28;45.64877166666667 -0.5847583333333334;86;90
01/01/2023 12:28;45.65165833333333 -0.58655;66;90
01/01/2023 12:28;45.64644333333333 -0.583355;85;90
01/01/2023 12:28;48.968021666666665 6.248435;48;80
01/01/2023 12:28;48.969165 6.252278333333333;52;80
01/01/2023 12:28;48.461285 7.4427433333333335;65;80
01/01/2023 12:28;48.461155 7.443528333333333;65;80
01/01/2023 12:28;48.461196666666666 7.443261666666666;67;80
01/01/2023 12:28;48.460838333333335 7.44542;64;80
01/01/2023 12:28;48.98928333333333 6.790186666666667;72;80
01/01/2023 12:28;47.99874666666667 -0.22209666666666666;88;90
01/01/2023 12:28;48.7193 -3.9853516666666664;59;80
01/01/2023 12:28;48.21513 3.742195;39;80
01/01/2023 12:28;48.212563333333335 3.745096666666667;36;80
01/01/2023 12:28;46.962621666666664 -1.2627516666666667;52;80
01/01/2023 12:28;46.959805 -1.254;80;80
01/01/2023 12:28;46.959895 -1.25426;81;80
01/01/2023 12:28;48.54888 5.895996666666667;80;80
01/01/2023 12:29;47.89689333333333 5.310598333333333;95;80
01/01/2023 12:29;47.899105 5.3079833333333335;84;70
01/01/2023 12:29;47.898955 5.308111666666667;77;70
01/01/2023 12:29;47.894625 5.313125;95;80
01/01/2023 12:29;46.283748333333335 -0.9240783333333333;88;80
01/01/2023 12:29;46.284015 -0.9251316666666667;84;80
01/01/2023 12:29;46.28501166666667 -0.9299583333333333;80;80
01/01/2023 12:29;46.28444833333333 -0.9269883333333334;89;80
01/01/2023 12:29;46.284976666666665 -0.9296833333333333;83;80
01/01/2023 12:29;46.280495 -0.917185;84;80
01/01/2023 12:29;45.65526666666667 -0.5889216666666666;75;90
01/01/2023 12:29;45.65755 -0.5906199999999999;86;90
01/01/2023 12:29;45.657158333333335 -0.5903183333333334;77;90
01/01/2023 12:29;48.966343333333334 6.241431666666666;116;80
01/01/2023 12:29;48.96590333333333 6.234955;77;80
01/01/2023 12:29;48.96590333333333 6.234955;78;80
01/01/2023 12:29;47.45162 0.4475183333333333;33;80
01/01/2023 12:29;48.46324666666667 7.461823333333333;72;80
01/01/2023 12:29;48.46128 7.449865;58;80
01/01/2023 12:29;48.46163 7.45092;65;80
01/01/2023 12:29;48.462266666666665 7.452683333333334;72;80
01/01/2023 12:29;48.463305 7.460115;82;80
01/01/2023 12:29;48.98995166666667 6.782705;77;80
01/01/2023 12:29;48.989615 6.780975;57;80
01/01/2023 12:29;48.00907 -0.21863000000000002;100;90
01/01/2023 12:29;48.01768 -0.215735;102;90
01/01/2023 12:29;48.71488333333333 -3.9844633333333332;59;80
01/01/2023 12:29;48.21573333333333 3.7415533333333335;43;80
01/01/2023 12:30;47.89250333333333 5.31434;95;80
01/01/2023 12:30;47.890585 5.315313333333333;86;80
01/01/2023 12:30;48.989801666666665 7.7786583333333335;80;80
01/01/2023 12:30;48.235566666666664 4.4556933333333335;60;80
01/01/2023 12:30;45.67326 -0.602375;95;90
01/01/2023 12:30;45.66536333333333 -0.5964333333333334;94;90
01/01/2023 12:30;45.67346166666667 -0.602525;92;90
01/01/2023 12:30;45.669385 -0.5994333333333334;97;90
01/01/2023 12:30;45.671888333333335 -0.6013216666666668;101;90
01/01/2023 12:30;48.17109 5.124301666666667;47;70
01/01/2023 12:30;48.457998333333336 7.467656666666667;71;80
01/01/2023 12:30;48.98514 6.762651666666667;77;80
01/01/2023 12:30;48.019996666666664 -0.20421166666666668;75;90
01/01/2023 12:30;46.95576666666667 -1.2275266666666667;67;80
01/01/2023 12:30;46.954905 -1.2243066666666667;78;80
01/01/2023 12:30;48.53158333333333 5.89776;23;80
01/01/2023 12:30;48.530415 5.897046666666666;34;80
01/01/2023 12:31;47.88077666666667 5.320888333333333;83;90
01/01/2023 12:31;47.87878666666667 5.3210033333333335;91;90
01/01/2023 12:31;47.880118333333336 5.320968333333333;93;90
01/01/2023 12:31;47.87347666666667 5.322381666666667;65;80
01/01/2023 12:31;48.997233333333334 7.785701666666666;50;80
01/01/2023 12:31;48.99876666666667 7.786183333333334;53;80
01/01/2023 12:31;48.99747 7.785726666666667;47;80
01/01/2023 12:31;48.224375 4.447035;106;80
01/01/2023 12:31;48.219941666666664 4.445616666666667;97;80
01/01/2023 12:31;45.03695166666667 -0.12978333333333333;39;80
01/01/2023 12:31;45.03708 -0.12962833333333335;48;80
01/01/2023 12:31;45.678061666666665 -0.6059583333333334;88;90
01/01/2023 12:31;45.68108333333333 -0.6082166666666667;93;90
01/01/2023 12:31;45.681688333333334 -0.6086683333333334;91;90
01/01/2023 12:31;45.681485 -0.6085183333333333;96;90
01/01/2023 12:31;48.17109 5.124301666666667;106;90
01/01/2023 12:31;48.17109 5.124301666666667;95;90
01/01/2023 12:31;48.96337833333333 6.213246666666667;112;80
01/01/2023 12:31;48.962916666666665 6.210911666666667;81;80
01/01/2023 12:31;48.963656666666665 6.214713333333333;81;80
01/01/2023 12:31;48.96297333333333 6.211203333333334;81;80
01/01/2023 12:31;48.45344333333333 7.476;76;80
01/01/2023 12:31;48.452893333333336 7.477815;71;80
01/01/2023 12:31;48.45418 7.473628333333333;72;80
01/01/2023 12:31;48.98416 6.758345;98;80
01/01/2023 12:31;48.01878833333333 -0.19519;66;90
01/01/2023 12:31;46.95343333333334 -1.218695;106;80
01/01/2023 12:31;48.52195666666667 5.892823333333333;62;80
01/01/2023 12:31;48.524166666666666 5.894715;43;80
01/01/2023 12:31;48.526693333333334 5.89664;45;80
01/01/2023 12:32;46.29866333333333 -0.9773599999999999;85;80
01/01/2023 12:32;46.29789 -0.9754116666666667;80;80
01/01/2023 12:32;48.20415333333333 4.4436;85;80
01/01/2023 12:32;48.203755 4.442715;81;80
01/01/2023 12:32;45.042613333333335 -0.12289333333333333;50;80
01/01/2023 12:32;45.041736666666665 -0.124495;54;80
01/01/2023 12:32;45.04212 -0.123795;45;80
01/01/2023 12:32;45.68958333333333 -0.6145383333333334;102;90
01/01/2023 12:32;45.68817 -0.6134916666666667;91;90
01/01/2023 12:32;45.694813333333336 -0.6184166666666666;88;90
01/01/2023 12:32;47.43331166666667 0.416775;86;80
01/01/2023 12:32;48.45153666666667 7.482811666666667;66;80
01/01/2023 12:32;49.882185 4.842246666666666;35;80
01/01/2023 12:32;48.97992333333333 6.738576666666667;46;80
01/01/2023 12:32;48.97987 6.742606666666667;50;80
01/01/2023 12:32;48.23424333333333 3.7214316666666667;41;80
01/01/2023 12:32;48.233171666666664 3.722716666666667;48;80
01/01/2023 12:32;48.23390666666667 3.721851666666667;39;80
01/01/2023 12:32;48.51719833333333 5.888686666666667;84;80
01/01/2023 12:32;48.513285 5.885201666666667;78;80
01/01/2023 12:33;48.20117 4.437691666666667;89;80
01/01/2023 12:33;48.195991666666664 4.440385;41;80
01/01/2023 12:33;48.17109 5.124301666666667;101;90
01/01/2023 12:33;48.97455166666667 6.200406666666667;83;80
01/01/2023 12:33;49.88610833333333 4.841325;27;80
01/01/2023 12:33;49.887225 4.840783333333333;48;80
01/01/2023 12:33;48.68498666666667 -3.9871616666666667;25;80
01/01/2023 12:33;48.509231666666665 5.88169;86;80
01/01/2023 12:33;48.503856666666664 5.876943333333333;94;80
01/01/2023 12:33;48.50940666666666 5.881841666666666;86;80
01/01/2023 12:33;48.50957833333333 5.88199;85;80
01/01/2023 12:33;48.509745 5.882135;86;80
01/01/2023 12:34;47.861905 5.343071666666667;66;70
01/01/2023 12:34;47.867623333333334 5.3420733333333335;69;70
01/01/2023 12:34;47.861581666666666 5.343226666666666;66;70
01/01/2023 12:34;46.30513166666667 -0.9884283333333334;27;80
01/01/2023 12:34;49.003906666666666 7.806205;58;80
01/01/2023 12:34;48.720411666666664 3.7727666666666666;81;80
01/01/2023 12:34;48.720218333333335 3.77012;92;80
01/01/2023 12:34;48.71979833333333 3.764491666666667;82;80
01/01/2023 12:34;48.19450666666667 4.441401666666667;42;80
01/01/2023 12:34;49.0867 7.202303333333333;92;80
01/01/2023 12:34;49.087421666666664 7.201373333333334;119;80
01/01/2023 12:34;45.71570333333333 -0.6338733333333334;68;70
01/01/2023 12:34;45.717285 -0.6350533333333334;75;70
01/01/2023 12:34;45.715531666666664 -0.633745;72;70
01/01/2023 12:34;45.716818333333336 -0.6347133333333334;74;70
01/01/2023 12:34;45.71777 -0.6354183333333334;73;70
01/01/2023 12:34;45.71357833333333 -0.632315;73;70
01/01/2023 12:34;45.71411 -0.6327183333333333;93;70
01/01/2023 12:34;48.17109 5.124301666666667;73;90
01/01/2023 12:34;48.991 6.197551666666667;83;80
01/01/2023 12:34;49.888841666666664 4.833458333333334;30;80
01/01/2023 12:34;48.97005 6.7243466666666665;72;80
01/01/2023 12:34;48.969135 6.720158333333333;89;80
01/01/2023 12:34;48.020895 -0.14776166666666668;87;90
01/01/2023 12:34;48.02083833333333 -0.1484;87;90
01/01/2023 12:34;48.24838666666667 3.71774;50;80
01/01/2023 12:34;46.940465 -1.181505;128;80
01/01/2023 12:34;46.93949 -1.180145;80;80
01/01/2023 12:35;46.30581 -0.9911033333333333;53;80
01/01/2023 12:35;49.01313833333333 7.824685;77;80
01/01/2023 12:35;48.720865 3.7789966666666666;84;80
01/01/2023 12:35;48.72181333333333 3.7919766666666668;82;80
01/01/2023 12:35;48.72154 3.7881366666666665;76;80
01/01/2023 12:35;48.72181333333333 3.7919766666666668;82;80
01/01/2023 12:35;48.72177166666667 3.7913866666666665;77;80
01/01/2023 12:35;48.721668333333334 3.7899133333333332;88;80
01/01/2023 12:35;48.175041666666665 4.429943333333333;77;80
01/01/2023 12:35;48.174128333333336 4.42892;62;80
01/01/2023 12:35;48.17422166666667 4.429051666666667;56;80
01/01/2023 12:35;48.18438 4.436995;98;80
01/01/2023 12:35;48.503206666666664 5.876576666666667;80;80
01/01/2023 12:35;48.50355833333333 5.8768650000000004;78;80
01/01/2023 12:35;43.340833333333336 -1.7368416666666668;102;130
01/01/2023 12:35;45.726773333333334 -0.6355433333333332;90;80
01/01/2023 12:35;48.17109 5.124301666666667;90;90
01/01/2023 12:35;48.17109 5.124301666666667;93;90
01/01/2023 12:35;49.000275 6.198056666666667;54;80
01/01/2023 12:35;49.00382666666667 6.201603333333333;45;80
01/01/2023 12:35;49.004153333333335 6.201918333333333;20;80
01/01/2023 12:35;49.00351333333333 6.2013;44;80
01/01/2023 12:35;49.00476166666667 6.202516666666667;51;80
01/01/2023 12:35;48.021265 -0.11909499999999999;54;90
01/01/2023 12:35;48.02122333333333 -0.11873833333333333;64;90
01/01/2023 12:35;48.02224 -0.1268;79;90
01/01/2023 12:35;48.25770166666667 3.7290983333333334;47;80
01/01/2023 12:35;48.2561 3.7259516666666666;62;80
01/01/2023 12:35;48.25566 3.7252733333333334;60;80
01/01/2023 12:35;46.931871666666666 -1.1722783333333333;82;80
01/01/2023 12:36;49.358195 1.1302066666666666;74;90
01/01/2023 12:36;49.360546666666664 1.1301483333333333;51;90
01/01/2023 12:36;48.72328666666667 3.812666666666667;79;80
01/01/2023 12:36;48.169853333333336 4.419171666666666;61;80
01/01/2023 12:36;48.17109 5.124301666666667;53;80
01/01/2023 12:36;49.00936 6.2059283333333335;46;80
01/01/2023 12:36;49.005915 6.204486666666667;39;80
01/01/2023 12:36;49.009115 6.2060683333333335;53;80
01/01/2023 12:36;47.427385 0.38177333333333335;46;80
01/01/2023 12:36;48.966921666666664 6.689101666666667;83;80
01/01/2023 12:36;48.02073 -0.11606666666666668;51;90
01/01/2023 12:36;48.261505 3.74232;97;90
01/01/2023 12:36;46.91613 -1.15434;81;80
01/01/2023 12:37;49.017851666666665 7.8449349999999995;62;80
01/01/2023 12:37;49.01782 7.847415;36;80
01/01/2023 12:37;48.724581666666666 3.8306916666666666;87;80
01/01/2023 12:37;48.724245 3.8259566666666665;80;80
01/01/2023 12:37;48.72438833333333 3.82803;78;80
01/01/2023 12:37;48.72336833333333 3.8138466666666666;79;80
01/01/2023 12:37;48.16905166666667 4.41466;39;80
01/01/2023 12:37;48.51692 5.888576666666666;77;80
01/01/2023 12:37;48.519841666666665 5.89111;97;80
01/01/2023 12:37;43.36152 -1.6932200000000002;144;130
01/01/2023 12:37;43.35872666666667 -1.7003933333333334;143;130
01/01/2023 12:37;45.06941333333333 -0.090875;81;80
01/01/2023 12:37;45.068403333333336 -0.09207333333333333;59;80
01/01/2023 12:37;45.06854166666667 -0.09198333333333333;59;80
01/01/2023 12:37;48.17109 5.124301666666667;86;90
